loss/actor,loss/critic1,loss/critic2,timestep
1.4026852050847095e-05,-1.0,-1.0,219000
1.3937250716480763e-05,-1.0,-1.0,220000
1.3825311113578216e-05,-1.0,-1.0,221000
1.3620596457258236e-05,-1.0,-1.0,222000
1.4024527908986799e-05,-1.0,-1.0,223000
1.3804205022097453e-05,-1.0,-1.0,224000
1.3762747038526872e-05,-1.0,-1.0,225000
1.3663967115462584e-05,-1.0,-1.0,226000
1.373141567637502e-05,-1.0,-1.0,227000
1.3552900835747995e-05,-1.0,-1.0,228000
1.355108689676854e-05,-1.0,-1.0,229000
1.3593456766102453e-05,-1.0,-1.0,230000
1.3672251594471159e-05,-1.0,-1.0,231000
1.3667787084159495e-05,-1.0,-1.0,232000
1.3478114089593865e-05,-1.0,-1.0,233000
1.3377013297940725e-05,-1.0,-1.0,234000
1.370437637160647e-05,-1.0,-1.0,235000
1.3368254709348527e-05,-1.0,-1.0,236000
1.3744801829489022e-05,-1.0,-1.0,237000
1.3452675890221142e-05,-1.0,-1.0,238000
1.3411543348411187e-05,-1.0,-1.0,239000
1.3255641189061848e-05,-1.0,-1.0,240000
1.3167844779673038e-05,-1.0,-1.0,241000
1.352535990190518e-05,-1.0,-1.0,242000
1.3500259175998506e-05,-1.0,-1.0,243000
1.321125913364085e-05,-1.0,-1.0,244000
1.3549129334023744e-05,-1.0,-1.0,245000
1.3400400109276222e-05,-1.0,-1.0,246000
1.33261841310741e-05,-1.0,-1.0,247000
1.3052731036623263e-05,-1.0,-1.0,248000
1.3518848754756627e-05,-1.0,-1.0,249000
1.3141092516889313e-05,-1.0,-1.0,250000
1.3315631091245453e-05,-1.0,-1.0,251000
1.3249434767203638e-05,-1.0,-1.0,252000
1.2970461391887527e-05,-1.0,-1.0,253000
1.3283437830068582e-05,-1.0,-1.0,254000
1.3078211767606244e-05,-1.0,-1.0,255000
1.3095970558424593e-05,-1.0,-1.0,256000
1.3080722740596683e-05,-1.0,-1.0,257000
1.3051893301963e-05,-1.0,-1.0,258000
1.3043741977526229e-05,-1.0,-1.0,259000
1.3066743921626767e-05,-1.0,-1.0,260000
1.3030942754994609e-05,-1.0,-1.0,261000
1.2905651215078252e-05,-1.0,-1.0,262000
1.2888367157756874e-05,-1.0,-1.0,263000
1.3141113447090907e-05,-1.0,-1.0,264000
1.2785260318196397e-05,-1.0,-1.0,265000
1.2954831721799573e-05,-1.0,-1.0,266000
1.3047751664998958e-05,-1.0,-1.0,267000
1.2500240395638667e-05,-1.0,-1.0,268000
1.2884041514553231e-05,-1.0,-1.0,269000
1.2916140320157855e-05,-1.0,-1.0,270000
1.2919578389301024e-05,-1.0,-1.0,271000
1.2660786939704865e-05,-1.0,-1.0,272000
1.2605437232195975e-05,-1.0,-1.0,273000
1.2902949092676853e-05,-1.0,-1.0,274000
1.2600317359101617e-05,-1.0,-1.0,275000
1.284696096263359e-05,-1.0,-1.0,276000
1.2929969038850682e-05,-1.0,-1.0,277000
1.2882999934845435e-05,-1.0,-1.0,278000
1.260085664307555e-05,-1.0,-1.0,279000
1.2655270658797232e-05,-1.0,-1.0,280000
1.2868206910752645e-05,-1.0,-1.0,281000
1.2714533216239951e-05,-1.0,-1.0,282000
1.2640001318686685e-05,-1.0,-1.0,283000
1.2359697924694035e-05,-1.0,-1.0,284000
1.2709225715298064e-05,-1.0,-1.0,285000
1.258045470603973e-05,-1.0,-1.0,286000
1.246545768026406e-05,-1.0,-1.0,287000
1.2667354915720354e-05,-1.0,-1.0,288000
1.2400258691741326e-05,-1.0,-1.0,289000
1.2452581255274707e-05,-1.0,-1.0,290000
1.2279085113732452e-05,-1.0,-1.0,291000
1.2500535189246892e-05,-1.0,-1.0,292000
1.2468601819819006e-05,-1.0,-1.0,293000
1.2573932031045815e-05,-1.0,-1.0,294000
1.2419399658028845e-05,-1.0,-1.0,295000
1.2216010036354436e-05,-1.0,-1.0,296000
1.2566146891003902e-05,-1.0,-1.0,297000
1.2316171659222175e-05,-1.0,-1.0,298000
1.2330511431173377e-05,-1.0,-1.0,299000
1.2228653664351417e-05,-1.0,-1.0,300000
1.23554797273755e-05,-1.0,-1.0,301000
1.2232809094712138e-05,-1.0,-1.0,302000
1.2354281894658904e-05,-1.0,-1.0,303000
1.2298593644118194e-05,-1.0,-1.0,304000
1.2295970010200118e-05,-1.0,-1.0,305000
1.222615961887641e-05,-1.0,-1.0,306000
1.2220108832480047e-05,-1.0,-1.0,307000
1.2381777150949341e-05,-1.0,-1.0,308000
1.2158301020463113e-05,-1.0,-1.0,309000
1.21642730318854e-05,-1.0,-1.0,310000
1.2097139105208048e-05,-1.0,-1.0,311000
1.2259610733053708e-05,-1.0,-1.0,312000
1.2078717218173556e-05,-1.0,-1.0,313000
1.2242301849255446e-05,-1.0,-1.0,314000
1.203945239831227e-05,-1.0,-1.0,315000
1.2310116497246785e-05,-1.0,-1.0,316000
1.2072847191120666e-05,-1.0,-1.0,317000
1.1960867104789945e-05,-1.0,-1.0,318000
1.2278881336897036e-05,-1.0,-1.0,319000
1.1752642922147063e-05,-1.0,-1.0,320000
1.2239973550094857e-05,-1.0,-1.0,321000
1.2021432022265802e-05,-1.0,-1.0,322000
1.189771966983244e-05,-1.0,-1.0,323000
1.2102275464712864e-05,-1.0,-1.0,324000
1.2000932065348014e-05,-1.0,-1.0,325000
1.1973615798524435e-05,-1.0,-1.0,326000
1.1703817158377178e-05,-1.0,-1.0,327000
1.2009969988866948e-05,-1.0,-1.0,328000
1.1970557859967792e-05,-1.0,-1.0,329000
1.208241141375765e-05,-1.0,-1.0,330000
1.1630688413788401e-05,-1.0,-1.0,331000
1.2051348266140883e-05,-1.0,-1.0,332000
1.1681451563163139e-05,-1.0,-1.0,333000
1.2168358088274549e-05,-1.0,-1.0,334000
1.1696800082972928e-05,-1.0,-1.0,335000
1.1920471217308643e-05,-1.0,-1.0,336000
1.1956226888287338e-05,-1.0,-1.0,337000
1.182567545583876e-05,-1.0,-1.0,338000
1.1914449884898201e-05,-1.0,-1.0,339000
1.200187207723504e-05,-1.0,-1.0,340000
1.1570760820177385e-05,-1.0,-1.0,341000
1.1547530539246527e-05,-1.0,-1.0,342000
1.1680796815198863e-05,-1.0,-1.0,343000
1.1898213513632066e-05,-1.0,-1.0,344000
1.1784723033997599e-05,-1.0,-1.0,345000
1.1716389230059568e-05,-1.0,-1.0,346000
1.1586170658119982e-05,-1.0,-1.0,347000
1.1614843751885942e-05,-1.0,-1.0,348000
1.1822361972917846e-05,-1.0,-1.0,349000
1.182948577661589e-05,-1.0,-1.0,350000
1.1587551691263808e-05,-1.0,-1.0,351000
1.1394045189263147e-05,-1.0,-1.0,352000
1.1739253225641747e-05,-1.0,-1.0,353000
1.162240826306516e-05,-1.0,-1.0,354000
1.1684303071888248e-05,-1.0,-1.0,355000
1.1504265688017755e-05,-1.0,-1.0,356000
1.1429053080064463e-05,-1.0,-1.0,357000
1.1630290392531614e-05,-1.0,-1.0,358000
1.1511449864883632e-05,-1.0,-1.0,359000
1.1564028049178899e-05,-1.0,-1.0,360000
1.1502962838676477e-05,-1.0,-1.0,361000
1.1363070897459701e-05,-1.0,-1.0,362000
1.1410230270485054e-05,-1.0,-1.0,363000
1.1666786072055395e-05,-1.0,-1.0,364000
1.1486276200230345e-05,-1.0,-1.0,365000
1.1284909754977007e-05,-1.0,-1.0,366000
1.1449802746028587e-05,-1.0,-1.0,367000
1.1275658845988794e-05,-1.0,-1.0,368000
1.177048091267352e-05,-1.0,-1.0,369000
1.1355521544828672e-05,-1.0,-1.0,370000
1.1311541363284051e-05,-1.0,-1.0,371000
1.1452236285549606e-05,-1.0,-1.0,372000
1.1242649092309881e-05,-1.0,-1.0,373000
1.124976369737852e-05,-1.0,-1.0,374000
1.124918254754446e-05,-1.0,-1.0,375000
1.134711252780108e-05,-1.0,-1.0,376000
1.1315412209114564e-05,-1.0,-1.0,377000
1.1397226578083074e-05,-1.0,-1.0,378000
1.1591187846534005e-05,-1.0,-1.0,379000
1.1125883319436973e-05,-1.0,-1.0,380000
1.1457173438429883e-05,-1.0,-1.0,381000
1.123604662370783e-05,-1.0,-1.0,382000
1.1408656358071318e-05,-1.0,-1.0,383000
1.1136941891891177e-05,-1.0,-1.0,384000
1.1358632620613211e-05,-1.0,-1.0,385000
1.1369894295057754e-05,-1.0,-1.0,386000
1.1408332748032998e-05,-1.0,-1.0,387000
1.1173619426699577e-05,-1.0,-1.0,388000
1.1256725385464977e-05,-1.0,-1.0,389000
1.1316736132357609e-05,-1.0,-1.0,390000
1.1098693371422995e-05,-1.0,-1.0,391000
1.1334163910760226e-05,-1.0,-1.0,392000
1.1330862066643026e-05,-1.0,-1.0,393000
1.1052539341108086e-05,-1.0,-1.0,394000
1.1080715615207748e-05,-1.0,-1.0,395000
1.1391664873372065e-05,-1.0,-1.0,396000
1.0892202743889379e-05,-1.0,-1.0,397000
1.1180189525475712e-05,-1.0,-1.0,398000
1.1242826506531852e-05,-1.0,-1.0,399000
1.1074964327235651e-05,-1.0,-1.0,400000
1.1109938232038991e-05,-1.0,-1.0,401000
1.096190153384668e-05,-1.0,-1.0,402000
1.1128979749628343e-05,-1.0,-1.0,403000
1.085377149320265e-05,-1.0,-1.0,404000
1.1264086507253529e-05,-1.0,-1.0,405000
1.1089265103692012e-05,-1.0,-1.0,406000
1.1049340012505154e-05,-1.0,-1.0,407000
1.0864647166272327e-05,-1.0,-1.0,408000
1.0943206431875271e-05,-1.0,-1.0,409000
1.1184979895006115e-05,-1.0,-1.0,410000
1.087737482521335e-05,-1.0,-1.0,411000
1.1001433147612264e-05,-1.0,-1.0,412000
1.1095420135461595e-05,-1.0,-1.0,413000
1.1050189209527167e-05,-1.0,-1.0,414000
1.0769085519314118e-05,-1.0,-1.0,415000
1.0961233439047666e-05,-1.0,-1.0,416000
1.0997062063324831e-05,-1.0,-1.0,417000
1.0839634757758156e-05,-1.0,-1.0,418000
1.0998886019478945e-05,-1.0,-1.0,419000
1.1026082751413909e-05,-1.0,-1.0,420000
1.0797557975820365e-05,-1.0,-1.0,421000
1.0952863582133437e-05,-1.0,-1.0,422000
1.080175054448773e-05,-1.0,-1.0,423000
1.1020311731954304e-05,-1.0,-1.0,424000
1.0666201398635151e-05,-1.0,-1.0,425000
1.0824259979926872e-05,-1.0,-1.0,426000
1.1099957566329994e-05,-1.0,-1.0,427000
1.0863132765734925e-05,-1.0,-1.0,428000
1.0766114911348264e-05,-1.0,-1.0,429000
1.092346272071153e-05,-1.0,-1.0,430000
1.0731859794759689e-05,-1.0,-1.0,431000
1.0888596526456249e-05,-1.0,-1.0,432000
1.0812039451593592e-05,-1.0,-1.0,433000
1.0733948991401121e-05,-1.0,-1.0,434000
1.0805648131281525e-05,-1.0,-1.0,435000
1.0680311094802149e-05,-1.0,-1.0,436000
1.0814694386681364e-05,-1.0,-1.0,437000
1.0606253705191194e-05,-1.0,-1.0,438000
1.0743800035925224e-05,-1.0,-1.0,439000
1.1036287649403702e-05,-1.0,-1.0,440000
1.0491894259757834e-05,-1.0,-1.0,441000
1.085713428255989e-05,-1.0,-1.0,442000
1.0576893718280173e-05,-1.0,-1.0,443000
1.0706783326895673e-05,-1.0,-1.0,444000
1.065944877609582e-05,-1.0,-1.0,445000
1.073430715587163e-05,-1.0,-1.0,446000
1.055689940130832e-05,-1.0,-1.0,447000
1.0823121001521953e-05,-1.0,-1.0,448000
1.0431975641949992e-05,-1.0,-1.0,449000
1.0653942229509997e-05,-1.0,-1.0,450000
1.0718800709582874e-05,-1.0,-1.0,451000
1.0475982045136355e-05,-1.0,-1.0,452000
1.0800647623000264e-05,-1.0,-1.0,453000
1.0426251037642938e-05,-1.0,-1.0,454000
1.0642017107784342e-05,-1.0,-1.0,455000
1.045819426781236e-05,-1.0,-1.0,456000
1.0536393521761064e-05,-1.0,-1.0,457000
1.070438918213767e-05,-1.0,-1.0,458000
1.042577185671688e-05,-1.0,-1.0,459000
1.0791697211971005e-05,-1.0,-1.0,460000
1.0611586439154056e-05,-1.0,-1.0,461000
1.0602341690173491e-05,-1.0,-1.0,462000
1.0414386179945736e-05,-1.0,-1.0,463000
1.0671895932318851e-05,-1.0,-1.0,464000
1.0527449251640088e-05,-1.0,-1.0,465000
1.0591750527964905e-05,-1.0,-1.0,466000
1.0403663012766628e-05,-1.0,-1.0,467000
1.0490706905329725e-05,-1.0,-1.0,468000
1.0777772083201834e-05,-1.0,-1.0,469000
1.0373521880865163e-05,-1.0,-1.0,470000
1.0514606163269486e-05,-1.0,-1.0,471000
1.0594720636618149e-05,-1.0,-1.0,472000
1.0339061550439506e-05,-1.0,-1.0,473000
1.0514248616345875e-05,-1.0,-1.0,474000
1.0568936540948935e-05,-1.0,-1.0,475000
1.0312720245565295e-05,-1.0,-1.0,476000
1.0414606861559135e-05,-1.0,-1.0,477000
1.0528963596698302e-05,-1.0,-1.0,478000
1.0394695667855523e-05,-1.0,-1.0,479000
1.0433762298816874e-05,-1.0,-1.0,480000
1.034004574466962e-05,-1.0,-1.0,481000
1.0431623783915708e-05,-1.0,-1.0,482000
1.0393005685727998e-05,-1.0,-1.0,483000
1.0396030468655238e-05,-1.0,-1.0,484000
1.0284962954756343e-05,-1.0,-1.0,485000
1.035090212735669e-05,-1.0,-1.0,486000
1.0378853757174501e-05,-1.0,-1.0,487000
1.0401559320598621e-05,-1.0,-1.0,488000
1.0284684131875113e-05,-1.0,-1.0,489000
1.0423481312500387e-05,-1.0,-1.0,490000
1.0594511201816188e-05,-1.0,-1.0,491000
1.0359768188664046e-05,-1.0,-1.0,492000
1.0326051897209251e-05,-1.0,-1.0,493000
1.0201971255810325e-05,-1.0,-1.0,494000
1.0375316234785702e-05,-1.0,-1.0,495000
1.03095479462354e-05,-1.0,-1.0,496000
1.0420591479487493e-05,-1.0,-1.0,497000
1.029167803699241e-05,-1.0,-1.0,498000
1.0218757107850264e-05,-1.0,-1.0,499000
1.016376735515224e-05,-1.0,-1.0,500000
1.0244083147881601e-05,-1.0,-1.0,501000
1.0304737646947645e-05,-1.0,-1.0,502000
1.0288664889230865e-05,-1.0,-1.0,503000
1.0270808384120761e-05,-1.0,-1.0,504000
1.028235857484106e-05,-1.0,-1.0,505000
1.013357711872234e-05,-1.0,-1.0,506000
1.0359645374592233e-05,-1.0,-1.0,507000
1.0288509084602994e-05,-1.0,-1.0,508000
1.022613053328315e-05,-1.0,-1.0,509000
1.0150318711566781e-05,-1.0,-1.0,510000
1.0300657932020823e-05,-1.0,-1.0,511000
1.0204772047472962e-05,-1.0,-1.0,512000
1.0217766115602006e-05,-1.0,-1.0,513000
1.0313243173186488e-05,-1.0,-1.0,514000
1.0194486558702941e-05,-1.0,-1.0,515000
9.927585206696665e-06,-1.0,-1.0,516000
1.0093162813973302e-05,-1.0,-1.0,517000
1.0354917206768755e-05,-1.0,-1.0,518000
1.0203535414802904e-05,-1.0,-1.0,519000
1.0136822689673875e-05,-1.0,-1.0,520000
9.89886958541318e-06,-1.0,-1.0,521000
1.0166353399654347e-05,-1.0,-1.0,522000
1.0307509633094003e-05,-1.0,-1.0,523000
1.013333333685296e-05,-1.0,-1.0,524000
1.0053834511381852e-05,-1.0,-1.0,525000
1.006031382075889e-05,-1.0,-1.0,526000
9.993138037316368e-06,-1.0,-1.0,527000
1.0277814118126109e-05,-1.0,-1.0,528000
9.940834312146736e-06,-1.0,-1.0,529000
9.992889254135661e-06,-1.0,-1.0,530000
1.024501292249624e-05,-1.0,-1.0,531000
1.0093976185089568e-05,-1.0,-1.0,532000
1.0113358476701283e-05,-1.0,-1.0,533000
1.006177729414047e-05,-1.0,-1.0,534000
9.919197542330937e-06,-1.0,-1.0,535000
1.0214190506758307e-05,-1.0,-1.0,536000
1.0002784295465956e-05,-1.0,-1.0,537000
1.0148600934371644e-05,-1.0,-1.0,538000
9.89886765637494e-06,-1.0,-1.0,539000
1.0051103305158896e-05,-1.0,-1.0,540000
1.0293832972820373e-05,-1.0,-1.0,541000
9.89266178521573e-06,-1.0,-1.0,542000
1.006855725245259e-05,-1.0,-1.0,543000
1.0063616564821126e-05,-1.0,-1.0,544000
1.0063173059279504e-05,-1.0,-1.0,545000
9.823784765103494e-06,-1.0,-1.0,546000
1.0054598406895839e-05,-1.0,-1.0,547000
9.947512191956784e-06,-1.0,-1.0,548000
9.816012236115078e-06,-1.0,-1.0,549000
1.0082167540986124e-05,-1.0,-1.0,550000
9.949586669335996e-06,-1.0,-1.0,551000
1.0101606834723517e-05,-1.0,-1.0,552000
9.976981194085978e-06,-1.0,-1.0,553000
1.0127525220013904e-05,-1.0,-1.0,554000
9.923132747644562e-06,-1.0,-1.0,555000
9.859630344180891e-06,-1.0,-1.0,556000
9.771901443855308e-06,-1.0,-1.0,557000
1.0002434544730926e-05,-1.0,-1.0,558000
9.976833697692195e-06,-1.0,-1.0,559000
9.900057538743598e-06,-1.0,-1.0,560000
9.804530064684507e-06,-1.0,-1.0,561000
9.935070376286606e-06,-1.0,-1.0,562000
