loss/actor,loss/critic1,loss/critic2,timestep
9.961573288364883e-06,-1.0,-1.0,563000
9.96985020992722e-06,-1.0,-1.0,564000
9.941679060830187e-06,-1.0,-1.0,565000
9.797813825571216e-06,-1.0,-1.0,566000
1.009565049116647e-05,-1.0,-1.0,567000
9.734336926157965e-06,-1.0,-1.0,568000
9.917878571286579e-06,-1.0,-1.0,569000
9.80930508012535e-06,-1.0,-1.0,570000
9.89580500845479e-06,-1.0,-1.0,571000
9.824878758990945e-06,-1.0,-1.0,572000
9.847177405390544e-06,-1.0,-1.0,573000
9.735727185670855e-06,-1.0,-1.0,574000
1.0157637010706814e-05,-1.0,-1.0,575000
9.764915122559568e-06,-1.0,-1.0,576000
9.790853465347044e-06,-1.0,-1.0,577000
9.928759770446061e-06,-1.0,-1.0,578000
9.761011921455066e-06,-1.0,-1.0,579000
9.908210845878772e-06,-1.0,-1.0,580000
9.825500135775678e-06,-1.0,-1.0,581000
9.755167067851273e-06,-1.0,-1.0,582000
9.843319654919476e-06,-1.0,-1.0,583000
9.925455226039047e-06,-1.0,-1.0,584000
9.766552007022267e-06,-1.0,-1.0,585000
9.909863592383764e-06,-1.0,-1.0,586000
9.667407978668021e-06,-1.0,-1.0,587000
1.0050861247236763e-05,-1.0,-1.0,588000
9.622115726415356e-06,-1.0,-1.0,589000
9.61763323721244e-06,-1.0,-1.0,590000
9.874164974007712e-06,-1.0,-1.0,591000
9.639997658268839e-06,-1.0,-1.0,592000
9.833076643190017e-06,-1.0,-1.0,593000
9.691465192645417e-06,-1.0,-1.0,594000
9.569623615334412e-06,-1.0,-1.0,595000
9.782848234408469e-06,-1.0,-1.0,596000
9.643249360124172e-06,-1.0,-1.0,597000
9.797434546726445e-06,-1.0,-1.0,598000
9.586763427250859e-06,-1.0,-1.0,599000
9.818627180720818e-06,-1.0,-1.0,600000
9.703930327759723e-06,-1.0,-1.0,601000
9.830372623582696e-06,-1.0,-1.0,602000
9.625781121030737e-06,-1.0,-1.0,603000
9.774851121619565e-06,-1.0,-1.0,604000
9.63388209538605e-06,-1.0,-1.0,605000
9.682236464868765e-06,-1.0,-1.0,606000
9.685654031727596e-06,-1.0,-1.0,607000
9.594289335382188e-06,-1.0,-1.0,608000
9.72549348762188e-06,-1.0,-1.0,609000
9.612796688543321e-06,-1.0,-1.0,610000
9.85587684590426e-06,-1.0,-1.0,611000
9.383495301335624e-06,-1.0,-1.0,612000
9.794237853839163e-06,-1.0,-1.0,613000
9.689607168638727e-06,-1.0,-1.0,614000
9.551325690608786e-06,-1.0,-1.0,615000
9.703456429178917e-06,-1.0,-1.0,616000
9.523304855065334e-06,-1.0,-1.0,617000
9.624260355394671e-06,-1.0,-1.0,618000
9.62399859190556e-06,-1.0,-1.0,619000
9.77057420686833e-06,-1.0,-1.0,620000
9.488454659731367e-06,-1.0,-1.0,621000
9.575100626079804e-06,-1.0,-1.0,622000
9.590619620666985e-06,-1.0,-1.0,623000
9.60868826405203e-06,-1.0,-1.0,624000
9.543629704239697e-06,-1.0,-1.0,625000
9.700598960080254e-06,-1.0,-1.0,626000
9.547448785724547e-06,-1.0,-1.0,627000
9.659841552093013e-06,-1.0,-1.0,628000
9.586568007762247e-06,-1.0,-1.0,629000
9.59556248562877e-06,-1.0,-1.0,630000
9.612158286017811e-06,-1.0,-1.0,631000
9.536270459648207e-06,-1.0,-1.0,632000
9.42940716413433e-06,-1.0,-1.0,633000
9.677578583705342e-06,-1.0,-1.0,634000
9.549163036353984e-06,-1.0,-1.0,635000
9.382245516917468e-06,-1.0,-1.0,636000
9.631783466375065e-06,-1.0,-1.0,637000
9.468799296428215e-06,-1.0,-1.0,638000
9.494422015905016e-06,-1.0,-1.0,639000
9.653106443693084e-06,-1.0,-1.0,640000
9.538214809708743e-06,-1.0,-1.0,641000
9.722211615553544e-06,-1.0,-1.0,642000
9.505819070909636e-06,-1.0,-1.0,643000
9.470022323966976e-06,-1.0,-1.0,644000
9.518016123820411e-06,-1.0,-1.0,645000
9.549366632199963e-06,-1.0,-1.0,646000
9.36741109853756e-06,-1.0,-1.0,647000
9.64500662666978e-06,-1.0,-1.0,648000
9.454620224914844e-06,-1.0,-1.0,649000
9.571310083174463e-06,-1.0,-1.0,650000
9.402166406289314e-06,-1.0,-1.0,651000
9.514237816802078e-06,-1.0,-1.0,652000
9.574900966981651e-06,-1.0,-1.0,653000
9.48547805410273e-06,-1.0,-1.0,654000
9.499952935129813e-06,-1.0,-1.0,655000
9.267881612231602e-06,-1.0,-1.0,656000
9.564255914483519e-06,-1.0,-1.0,657000
9.447488564092036e-06,-1.0,-1.0,658000
9.52979967132704e-06,-1.0,-1.0,659000
9.501191255367301e-06,-1.0,-1.0,660000
9.465574815294531e-06,-1.0,-1.0,661000
9.393353671839575e-06,-1.0,-1.0,662000
9.540194200326363e-06,-1.0,-1.0,663000
9.50972915688909e-06,-1.0,-1.0,664000
9.257491406970093e-06,-1.0,-1.0,665000
9.410925795236815e-06,-1.0,-1.0,666000
9.550861600928328e-06,-1.0,-1.0,667000
9.441891847472995e-06,-1.0,-1.0,668000
9.379372661896931e-06,-1.0,-1.0,669000
9.450105782889305e-06,-1.0,-1.0,670000
9.312663604305284e-06,-1.0,-1.0,671000
9.446112673685998e-06,-1.0,-1.0,672000
9.421969880804679e-06,-1.0,-1.0,673000
9.33929998973328e-06,-1.0,-1.0,674000
9.348502877855957e-06,-1.0,-1.0,675000
9.402361245065529e-06,-1.0,-1.0,676000
9.447204467051022e-06,-1.0,-1.0,677000
9.416239120582763e-06,-1.0,-1.0,678000
9.380036927268523e-06,-1.0,-1.0,679000
9.407707922946416e-06,-1.0,-1.0,680000
9.451610461837843e-06,-1.0,-1.0,681000
9.381830153415642e-06,-1.0,-1.0,682000
9.375784314670465e-06,-1.0,-1.0,683000
9.235773743057476e-06,-1.0,-1.0,684000
9.494816147253013e-06,-1.0,-1.0,685000
9.289940787311939e-06,-1.0,-1.0,686000
9.441676407277569e-06,-1.0,-1.0,687000
9.277234609726267e-06,-1.0,-1.0,688000
9.367173982354857e-06,-1.0,-1.0,689000
9.252370389276623e-06,-1.0,-1.0,690000
9.419369387160254e-06,-1.0,-1.0,691000
9.362998517190121e-06,-1.0,-1.0,692000
9.29547059104153e-06,-1.0,-1.0,693000
9.225675465586378e-06,-1.0,-1.0,694000
9.301213326125473e-06,-1.0,-1.0,695000
9.439103805107141e-06,-1.0,-1.0,696000
9.207600040099342e-06,-1.0,-1.0,697000
9.28533096021055e-06,-1.0,-1.0,698000
9.232247182808348e-06,-1.0,-1.0,699000
9.473366077600077e-06,-1.0,-1.0,700000
9.240706049240554e-06,-1.0,-1.0,701000
9.488086573583129e-06,-1.0,-1.0,702000
9.267189610454804e-06,-1.0,-1.0,703000
9.440821430416662e-06,-1.0,-1.0,704000
9.013960332140412e-06,-1.0,-1.0,705000
9.31805445225109e-06,-1.0,-1.0,706000
9.487762936259962e-06,-1.0,-1.0,707000
9.19323649486615e-06,-1.0,-1.0,708000
9.142546661223575e-06,-1.0,-1.0,709000
9.277914530230187e-06,-1.0,-1.0,710000
9.212625609052323e-06,-1.0,-1.0,711000
9.480945956056532e-06,-1.0,-1.0,712000
9.091947262277268e-06,-1.0,-1.0,713000
9.296632266341475e-06,-1.0,-1.0,714000
9.301447525103875e-06,-1.0,-1.0,715000
9.081201969820535e-06,-1.0,-1.0,716000
9.23705057675761e-06,-1.0,-1.0,717000
9.338198764908157e-06,-1.0,-1.0,718000
9.21334342592671e-06,-1.0,-1.0,719000
9.201325254707611e-06,-1.0,-1.0,720000
9.388312428654886e-06,-1.0,-1.0,721000
9.193049112582221e-06,-1.0,-1.0,722000
9.243921545021287e-06,-1.0,-1.0,723000
9.123495777203061e-06,-1.0,-1.0,724000
9.235353188614657e-06,-1.0,-1.0,725000
9.040477109465418e-06,-1.0,-1.0,726000
9.063221460110068e-06,-1.0,-1.0,727000
9.336440125025558e-06,-1.0,-1.0,728000
9.281879717946108e-06,-1.0,-1.0,729000
9.124726872869372e-06,-1.0,-1.0,730000
9.201213386404536e-06,-1.0,-1.0,731000
9.118177214077127e-06,-1.0,-1.0,732000
9.145403621005247e-06,-1.0,-1.0,733000
9.088934210922175e-06,-1.0,-1.0,734000
9.393694111622606e-06,-1.0,-1.0,735000
9.121936391238698e-06,-1.0,-1.0,736000
9.174381727461858e-06,-1.0,-1.0,737000
9.081030947527322e-06,-1.0,-1.0,738000
9.184407419070364e-06,-1.0,-1.0,739000
9.178997678645811e-06,-1.0,-1.0,740000
9.2534631075978e-06,-1.0,-1.0,741000
9.344081369363284e-06,-1.0,-1.0,742000
8.99229237347754e-06,-1.0,-1.0,743000
9.097240151277204e-06,-1.0,-1.0,744000
9.17852619659244e-06,-1.0,-1.0,745000
9.20421454429745e-06,-1.0,-1.0,746000
9.143471836978272e-06,-1.0,-1.0,747000
9.070995929050688e-06,-1.0,-1.0,748000
9.317147599176668e-06,-1.0,-1.0,749000
8.889567297046623e-06,-1.0,-1.0,750000
9.279927042371124e-06,-1.0,-1.0,751000
9.031062812482541e-06,-1.0,-1.0,752000
9.217584508405708e-06,-1.0,-1.0,753000
9.053460723862372e-06,-1.0,-1.0,754000
9.290375908676646e-06,-1.0,-1.0,755000
8.96505991158847e-06,-1.0,-1.0,756000
9.23711023824581e-06,-1.0,-1.0,757000
9.04611106307128e-06,-1.0,-1.0,758000
9.052172260453529e-06,-1.0,-1.0,759000
9.224110290233521e-06,-1.0,-1.0,760000
9.050871341059979e-06,-1.0,-1.0,761000
9.180169771752863e-06,-1.0,-1.0,762000
8.898010814846225e-06,-1.0,-1.0,763000
9.161576101632827e-06,-1.0,-1.0,764000
9.215923286774336e-06,-1.0,-1.0,765000
8.890492046702998e-06,-1.0,-1.0,766000
9.00833815512668e-06,-1.0,-1.0,767000
9.093669951653293e-06,-1.0,-1.0,768000
9.106862419685044e-06,-1.0,-1.0,769000
9.107756017783688e-06,-1.0,-1.0,770000
9.024008586038692e-06,-1.0,-1.0,771000
9.313379574905424e-06,-1.0,-1.0,772000
8.881808576461473e-06,-1.0,-1.0,773000
9.133633904184544e-06,-1.0,-1.0,774000
9.011961039959717e-06,-1.0,-1.0,775000
8.985151775959803e-06,-1.0,-1.0,776000
9.000384111004654e-06,-1.0,-1.0,777000
9.024292352023617e-06,-1.0,-1.0,778000
9.067154481272134e-06,-1.0,-1.0,779000
8.992299059627844e-06,-1.0,-1.0,780000
9.00459196600422e-06,-1.0,-1.0,781000
8.98479920169848e-06,-1.0,-1.0,782000
9.107229174333063e-06,-1.0,-1.0,783000
9.13400892341089e-06,-1.0,-1.0,784000
8.788530526999237e-06,-1.0,-1.0,785000
8.988513889562434e-06,-1.0,-1.0,786000
9.149243868250807e-06,-1.0,-1.0,787000
9.009657217575285e-06,-1.0,-1.0,788000
9.180228630611957e-06,-1.0,-1.0,789000
8.85796650845804e-06,-1.0,-1.0,790000
8.99772057755401e-06,-1.0,-1.0,791000
8.955428870194744e-06,-1.0,-1.0,792000
9.131931290539822e-06,-1.0,-1.0,793000
8.782268129834843e-06,-1.0,-1.0,794000
9.052806095951361e-06,-1.0,-1.0,795000
8.97983557979388e-06,-1.0,-1.0,796000
8.882122612249066e-06,-1.0,-1.0,797000
9.235638389327521e-06,-1.0,-1.0,798000
8.840485157179506e-06,-1.0,-1.0,799000
9.088172268548092e-06,-1.0,-1.0,800000
8.989067267975768e-06,-1.0,-1.0,801000
8.897895630980209e-06,-1.0,-1.0,802000
8.945626126660503e-06,-1.0,-1.0,803000
8.993816274596615e-06,-1.0,-1.0,804000
8.778559159964085e-06,-1.0,-1.0,805000
9.138147701833064e-06,-1.0,-1.0,806000
9.023909460211154e-06,-1.0,-1.0,807000
8.895199121525367e-06,-1.0,-1.0,808000
9.02407544026571e-06,-1.0,-1.0,809000
8.988635496280024e-06,-1.0,-1.0,810000
8.881188708983236e-06,-1.0,-1.0,811000
8.96337248059352e-06,-1.0,-1.0,812000
9.100350523567599e-06,-1.0,-1.0,813000
8.963135514022725e-06,-1.0,-1.0,814000
8.89266919330114e-06,-1.0,-1.0,815000
9.062133663064722e-06,-1.0,-1.0,816000
9.025806425142949e-06,-1.0,-1.0,817000
8.676591624862351e-06,-1.0,-1.0,818000
8.927660134759188e-06,-1.0,-1.0,819000
8.92025087978254e-06,-1.0,-1.0,820000
8.83020194169149e-06,-1.0,-1.0,821000
8.848640462474607e-06,-1.0,-1.0,822000
9.153835800134394e-06,-1.0,-1.0,823000
8.884835887783991e-06,-1.0,-1.0,824000
9.001548140531643e-06,-1.0,-1.0,825000
8.836996494210322e-06,-1.0,-1.0,826000
9.083010762878982e-06,-1.0,-1.0,827000
8.76845092216171e-06,-1.0,-1.0,828000
9.002473185319105e-06,-1.0,-1.0,829000
8.804203589534163e-06,-1.0,-1.0,830000
8.857984238602498e-06,-1.0,-1.0,831000
8.927958370804853e-06,-1.0,-1.0,832000
8.879696909843908e-06,-1.0,-1.0,833000
8.794236584435557e-06,-1.0,-1.0,834000
8.952443147336443e-06,-1.0,-1.0,835000
8.825171055377702e-06,-1.0,-1.0,836000
8.993972315238347e-06,-1.0,-1.0,837000
8.785591656305776e-06,-1.0,-1.0,838000
8.89123570686934e-06,-1.0,-1.0,839000
8.784384101545579e-06,-1.0,-1.0,840000
8.95353970599899e-06,-1.0,-1.0,841000
8.844807253808567e-06,-1.0,-1.0,842000
8.803067685676061e-06,-1.0,-1.0,843000
8.768928429162768e-06,-1.0,-1.0,844000
8.901706120923341e-06,-1.0,-1.0,845000
9.019436698963547e-06,-1.0,-1.0,846000
8.813282524442924e-06,-1.0,-1.0,847000
9.025022000059829e-06,-1.0,-1.0,848000
8.700983650669487e-06,-1.0,-1.0,849000
8.709616726264334e-06,-1.0,-1.0,850000
8.784825889961224e-06,-1.0,-1.0,851000
9.012670908305163e-06,-1.0,-1.0,852000
8.840647038596196e-06,-1.0,-1.0,853000
8.860822136739434e-06,-1.0,-1.0,854000
8.856460812239686e-06,-1.0,-1.0,855000
8.767283887209497e-06,-1.0,-1.0,856000
8.811688980131306e-06,-1.0,-1.0,857000
8.943888447902296e-06,-1.0,-1.0,858000
8.917486248719806e-06,-1.0,-1.0,859000
8.583932028614072e-06,-1.0,-1.0,860000
8.974228873285029e-06,-1.0,-1.0,861000
8.829294656607114e-06,-1.0,-1.0,862000
8.802833747722617e-06,-1.0,-1.0,863000
8.735398865155723e-06,-1.0,-1.0,864000
8.993556697077994e-06,-1.0,-1.0,865000
8.821360318052041e-06,-1.0,-1.0,866000
8.680978693973889e-06,-1.0,-1.0,867000
8.86595006068093e-06,-1.0,-1.0,868000
8.907241051019814e-06,-1.0,-1.0,869000
8.744358281546735e-06,-1.0,-1.0,870000
8.77235136385933e-06,-1.0,-1.0,871000
8.745317957163946e-06,-1.0,-1.0,872000
8.650675722492466e-06,-1.0,-1.0,873000
8.858865916408815e-06,-1.0,-1.0,874000
9.02308684953823e-06,-1.0,-1.0,875000
8.647850900160852e-06,-1.0,-1.0,876000
8.793808731297771e-06,-1.0,-1.0,877000
8.694462567746082e-06,-1.0,-1.0,878000
8.757241992952938e-06,-1.0,-1.0,879000
8.668522185871548e-06,-1.0,-1.0,880000
8.848973948261125e-06,-1.0,-1.0,881000
8.823792125440382e-06,-1.0,-1.0,882000
8.762296015902398e-06,-1.0,-1.0,883000
8.811834049083703e-06,-1.0,-1.0,884000
8.784230538822135e-06,-1.0,-1.0,885000
8.775790084655459e-06,-1.0,-1.0,886000
8.80588518111836e-06,-1.0,-1.0,887000
8.676153614487712e-06,-1.0,-1.0,888000
8.973925102054628e-06,-1.0,-1.0,889000
8.655783926315014e-06,-1.0,-1.0,890000
8.72746140385063e-06,-1.0,-1.0,891000
8.634543889456817e-06,-1.0,-1.0,892000
8.771378800702214e-06,-1.0,-1.0,893000
8.734178360555236e-06,-1.0,-1.0,894000
8.698295265276103e-06,-1.0,-1.0,895000
8.750990211410698e-06,-1.0,-1.0,896000
8.757333527228182e-06,-1.0,-1.0,897000
8.700371889972269e-06,-1.0,-1.0,898000
8.850723384057331e-06,-1.0,-1.0,899000
8.66708940111496e-06,-1.0,-1.0,900000
8.669202683904572e-06,-1.0,-1.0,901000
8.601675379850335e-06,-1.0,-1.0,902000
8.756386208006025e-06,-1.0,-1.0,903000
8.747916729589635e-06,-1.0,-1.0,904000
8.669840890433983e-06,-1.0,-1.0,905000
8.893216839624054e-06,-1.0,-1.0,906000
8.568787903641338e-06,-1.0,-1.0,907000
8.759707777244327e-06,-1.0,-1.0,908000
8.810076374629698e-06,-1.0,-1.0,909000
8.668456259783871e-06,-1.0,-1.0,910000
8.648434646147513e-06,-1.0,-1.0,911000
8.806428123989465e-06,-1.0,-1.0,912000
8.430171770669398e-06,-1.0,-1.0,913000
8.790378697085559e-06,-1.0,-1.0,914000
8.751309533636235e-06,-1.0,-1.0,915000
8.687270696100308e-06,-1.0,-1.0,916000
8.697509206285776e-06,-1.0,-1.0,917000
8.563179219891009e-06,-1.0,-1.0,918000
8.801844507615901e-06,-1.0,-1.0,919000
8.667869754845013e-06,-1.0,-1.0,920000
8.686688142006456e-06,-1.0,-1.0,921000
8.791336227204718e-06,-1.0,-1.0,922000
8.706316536063246e-06,-1.0,-1.0,923000
8.665146252951657e-06,-1.0,-1.0,924000
8.571680765271574e-06,-1.0,-1.0,925000
8.8766573776411e-06,-1.0,-1.0,926000
8.697258537722531e-06,-1.0,-1.0,927000
8.523266070369577e-06,-1.0,-1.0,928000
8.576648684538658e-06,-1.0,-1.0,929000
8.790637692072755e-06,-1.0,-1.0,930000
8.567810838940196e-06,-1.0,-1.0,931000
8.684384147272784e-06,-1.0,-1.0,932000
8.683646453391677e-06,-1.0,-1.0,933000
8.639976832455432e-06,-1.0,-1.0,934000
8.543399325844785e-06,-1.0,-1.0,935000
8.7128901732285e-06,-1.0,-1.0,936000
8.575173856115724e-06,-1.0,-1.0,937000
8.593763516728364e-06,-1.0,-1.0,938000
8.671322194004463e-06,-1.0,-1.0,939000
8.674228696236248e-06,-1.0,-1.0,940000
8.582649625623157e-06,-1.0,-1.0,941000
8.591516918841085e-06,-1.0,-1.0,942000
8.675012583353244e-06,-1.0,-1.0,943000
8.753551323025032e-06,-1.0,-1.0,944000
8.632048065010147e-06,-1.0,-1.0,945000
8.523570767465564e-06,-1.0,-1.0,946000
8.649245097331013e-06,-1.0,-1.0,947000
8.58663007056749e-06,-1.0,-1.0,948000
8.598697369052373e-06,-1.0,-1.0,949000
8.659507627271535e-06,-1.0,-1.0,950000
8.595184023761251e-06,-1.0,-1.0,951000
8.552629275527574e-06,-1.0,-1.0,952000
8.701191394266082e-06,-1.0,-1.0,953000
8.658189448851759e-06,-1.0,-1.0,954000
8.469451093787926e-06,-1.0,-1.0,955000
8.46921985794322e-06,-1.0,-1.0,956000
8.67623745489255e-06,-1.0,-1.0,957000
8.602476023042988e-06,-1.0,-1.0,958000
8.621998500984788e-06,-1.0,-1.0,959000
8.485217680572521e-06,-1.0,-1.0,960000
8.667472201068457e-06,-1.0,-1.0,961000
8.526663647899118e-06,-1.0,-1.0,962000
8.486435604481791e-06,-1.0,-1.0,963000
8.715046832548988e-06,-1.0,-1.0,964000
8.655631121655455e-06,-1.0,-1.0,965000
8.672160886817443e-06,-1.0,-1.0,966000
8.643609099181052e-06,-1.0,-1.0,967000
8.471918640680114e-06,-1.0,-1.0,968000
8.452970361759073e-06,-1.0,-1.0,969000
8.818289488772247e-06,-1.0,-1.0,970000
8.536397192074235e-06,-1.0,-1.0,971000
8.499703780216806e-06,-1.0,-1.0,972000
8.661297167236626e-06,-1.0,-1.0,973000
8.569938406253625e-06,-1.0,-1.0,974000
8.523189581410398e-06,-1.0,-1.0,975000
8.524673675310622e-06,-1.0,-1.0,976000
8.579870127960033e-06,-1.0,-1.0,977000
8.49668921455304e-06,-1.0,-1.0,978000
8.586510569330147e-06,-1.0,-1.0,979000
8.430152263372311e-06,-1.0,-1.0,980000
8.593242524057146e-06,-1.0,-1.0,981000
8.483441581120158e-06,-1.0,-1.0,982000
8.564186736293776e-06,-1.0,-1.0,983000
8.573799498662987e-06,-1.0,-1.0,984000
8.540031667962455e-06,-1.0,-1.0,985000
8.700040264102443e-06,-1.0,-1.0,986000
8.451218704976778e-06,-1.0,-1.0,987000
8.556475597288202e-06,-1.0,-1.0,988000
8.675873901665892e-06,-1.0,-1.0,989000
8.47996818356479e-06,-1.0,-1.0,990000
8.487181099553722e-06,-1.0,-1.0,991000
8.584092872752062e-06,-1.0,-1.0,992000
8.496967408518701e-06,-1.0,-1.0,993000
8.483411575070932e-06,-1.0,-1.0,994000
8.673624246966954e-06,-1.0,-1.0,995000
8.536202509276327e-06,-1.0,-1.0,996000
8.413158626808573e-06,-1.0,-1.0,997000
8.519391647496375e-06,-1.0,-1.0,998000
8.454245699795117e-06,-1.0,-1.0,999000
8.50257500860607e-06,-1.0,-1.0,1000000
